upload_date	period	course	tags	title	url	views
20240527	17		コプター|プログラムチャレンジ|自律/ミッション|測量/点検	ドローンエンジニア養成塾１７期 Day１ 渋谷先生DEMO	https://www.youtube.com/watch?v=AocqS3B2ls8	87
20240513			コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|コンパニオン|自律/ミッション	ドローンエンジニア養成塾　講師座談会	https://www.youtube.com/watch?v=A5FIZrUf_yc	205
20240513		3	コプター|機体製作(ハード)|プログラムチャレンジ|自律/ミッション|シミュレータ	渋谷雅樹先生　コース３紹介	https://www.youtube.com/watch?v=WtzgRkwJluc	117
20240513		2	コプター|プログラムチャレンジ|カメラ系|Web系|コンパニオン|障害物回避	藤川秀行先生　コース２紹介	https://www.youtube.com/watch?v=kR0E2R4Q_P4	159
20240513		1	コプター|機体製作(ハード)|自律/ミッション	我田友史先生　コース１紹介	https://www.youtube.com/watch?v=m5xWbkSOukw	168
20240201	16		機体製作(ハード)|大型/産業機	ドローンエンジニア養成塾第１６期　修了生インタビュー　金子丈一郎さん	https://www.youtube.com/watch?v=AR0xmAuPhiQ	138
20231218	16		プログラムチャレンジ|カメラ系	ドローンエンジニア養成塾16期　Flight Experience： Python＆OpenCV アルコマーカー検知システム 　2/2  渋谷先生　#ドローンエンジニア ＃ドローンプログラミング	https://www.youtube.com/watch?v=FIeYU8-9pcI	50
20231218	16		プログラムチャレンジ|カメラ系	ドローンエンジニア養成塾16期　Flight Experience： Python＆OpenCV アルコマーカー検知システム 　1/2  渋谷先生　#ドローンエンジニア ＃ドローンプログラミング	https://www.youtube.com/watch?v=wP20CUZyhr8	68
20231218	16		コプター|プログラムチャレンジ|Web系|コンパニオン|自律/ミッション	ドローンエンジニア養成塾16期　Flight Experience： CCのフライトモード表示＆テレメトリー機能活用 　我田先生　#ドローンエンジニア ＃ドローンプログラミング	https://www.youtube.com/watch?v=a86tWhnRfiY	64
20231218	16		コプター|プログラムチャレンジ|Web系|自律/ミッション|シミュレータ	ドローンエンジニア養成塾16期　Flight Experience： ChatGPTを使ったコマンドラインからの操作 　藤川先生　＃Chat GPT 　#ドローンエンジニア ＃ドローンプログラミング	https://www.youtube.com/watch?v=0z2A1Rz-RoY	84
20230828	15	2	プログラムチャレンジ|Web系	ドローンエンジニア養成塾第１５期　コース２　宇留賀さんインタビュー	https://www.youtube.com/watch?v=kZfAYRjMAAo	139
20230828	15	2	コプター|機体製作(ハード)|プログラムチャレンジ	ドローンエンジニア養成塾第１５期　コース２　MVP　宇留賀さん	https://www.youtube.com/watch?v=2gB1OnDtEgA	127
20230828	15	3	プログラムチャレンジ|カメラ系|Web系|自律/ミッション|シミュレータ	ドローンエンジニア養成塾第１５期　コース３　朝隈さんインタビュー	https://www.youtube.com/watch?v=AXBlKHEB3Q0	89
20230828	15	3	コプター|プログラムチャレンジ|Web系|シミュレータ	ドローンエンジニア養成塾第１５期　コース３　MVP　朝隈さんのシミュレーションデモ（SNAP ROLLアクロバットモード）	https://www.youtube.com/watch?v=qmjic2xAebo	72
20230828	15	3	コプター|プログラムチャレンジ|シミュレータ	ドローンエンジニア養成塾第１５期　コース３　MVP　朝隈さん	https://www.youtube.com/watch?v=HclCcXbL8yc	46
20230828			コプター	ArduPilotによる初ドローンショー！＠札幌　２０２３年８月２５日 #ドローンエンジニア  #ドローンショー #ドローンプログラミング	https://www.youtube.com/watch?v=RiYS8kyU_04	170
20230801			カメラ系	９・９　DEMO　DOPHUB活用例 マルチクライアント対応のHDストリーミング　川村先生	https://www.youtube.com/watch?v=dfERp6kznfQ	58
20230801			コプター|カメラ系|Web系|大型/産業機	９・９　DEMO前編　DOPHUB活用例 マルチクライアント対応のHDストリーミング　川村先生	https://www.youtube.com/watch?v=7zrW4lqG9Wo	33
20230801			カメラ系	９・９　DOPHUB活用例 マルチクライアント対応のHDストリーミング　川村先生	https://www.youtube.com/watch?v=RABArnobDTw	23
20230801			コプター|プログラムチャレンジ|カメラ系|Web系|コンパニオン|自律/ミッション|マイクロ機	８・９　CC Webストリーミング→GCSでの人物検知 　我田先生	https://www.youtube.com/watch?v=fUdmmQaDl2E	46
20230801			プログラムチャレンジ|ローバー	７・９　DEMO  ４足歩行ロボット（複数サーボのLUA制御） 藤川先生	https://www.youtube.com/watch?v=e9H2T0UXpwA	89
20230801			プログラムチャレンジ	６・９　DEMO  アルコマーカー追従プログラム航行 渋谷先生	https://www.youtube.com/watch?v=P3rOILP86Ww	47
20230801			プログラムチャレンジ	６・９　アルコマーカー追従プログラム航行 渋谷先生	https://www.youtube.com/watch?v=bC6i5_Nfivo	56
20230801	15		コプター|マイクロ機|小型機	５・９　DEMO Sub100g Minicopter 土木さん（１５期）	https://www.youtube.com/watch?v=xn8XygjmbCs	29
20230801	15		コプター|機体製作(ハード)|マイクロ機|小型機	５・９　Sub100g Minicopter 土木さん（１５期）	https://www.youtube.com/watch?v=sUtqYxkKyJ4	25
20230801	10		ヘリ|自律/ミッション	４・９　DEMO　ArduPilotシングルヘリ 初披露 奥野さん（１０期）	https://www.youtube.com/watch?v=LoNzufUeMD4	550
20230801	10		ヘリ	４・９　前座DEMO？　ArduPilotシングルヘリ 初披露 奥野さん（１０期）	https://www.youtube.com/watch?v=pjaw_e-FDl8	104
20230801	11		コプター|プログラムチャレンジ	３・９　DEMO  操縦＆テレメ統合プロポ　TKKWorks山崎さん　（１１期）	https://www.youtube.com/watch?v=RSdJzIakZsM	139
20230801	11		カメラ系|大型/産業機|自律/ミッション	３・９　操縦＆テレメ統合プロポ　TKKWorks山崎さん　（１１期）	https://www.youtube.com/watch?v=JRJsCKsjpJY	192
20230801	14		ローバー	２・９　DEMO  ラジコン→ArduPilot自動草刈り機完成　創造社竹田さん（１４期）	https://www.youtube.com/watch?v=V7CY7ufDD2E	921
20230801	14		ローバー	２・９　ラジコン→ArduPilot自動草刈り機完成　創造社竹田さん（１４期）	https://www.youtube.com/watch?v=QopUtEjBcxQ	237
20230801	14		コプター	１・９　DEMO 本邦初公開！ドローンショー用新型（PX4→）ArduPilot機　DSJ社中山さん（１４期＆１５期）	https://www.youtube.com/watch?v=SZJZcZc2UAo	339
20230622			コプター|機体製作(ハード)|カメラ系|Web系	DOP（ドップ プロジェクト)  DOP SUITE & DOP HUB	https://www.youtube.com/watch?v=PDX9Db2TlCA	149
20230622			大型/産業機	DOP（ドップ プロジェクト) & 各社対応製品サービス	https://www.youtube.com/watch?v=mwCmlY4q3yc	191
20230608				ドローンエンジニア養成塾　決意発表 中山僚太さん２/２	https://www.youtube.com/watch?v=ukL7341nCc8	60
20230608			コプター|非GPS	ドローンエンジニア養成塾　決意発表 中山僚太さん１/２	https://www.youtube.com/watch?v=aAJ5KXc20l0	70
20230608			コプター	ドローンエンジニア養成塾　成果発表 小宮光裕さん５/５	https://www.youtube.com/watch?v=SG7PtJlk2sc	39
20230608				ドローンエンジニア養成塾　成果発表 小宮光裕さん３/５	https://www.youtube.com/watch?v=317_f82A2rA	133
20230608			コプター	ドローンエンジニア養成塾　成果発表 小宮光裕さん２/５	https://www.youtube.com/watch?v=Q3Jec9BWhQg	76
20230608			カメラ系|自律/ミッション	ドローンエンジニア養成塾　成果発表 小宮光裕さん１/５	https://www.youtube.com/watch?v=4HjoXO4UhJ0	109
20230608			コプター|プログラムチャレンジ|シミュレータ	ドローンエンジニア養成塾　成果発表 渋谷雅樹さん	https://www.youtube.com/watch?v=zZE22-VasAE	65
20230608			コプター|プログラムチャレンジ|Web系	ドローンエンジニア養成塾　成果発表 藤川秀行さん	https://www.youtube.com/watch?v=ZuYE1Hh5ZDI	47
20230608			コプター|機体製作(ハード)|カメラ系|コンパニオン|自律/ミッション|障害物回避	ドローンエンジニア養成塾　成果発表 我田友史さん	https://www.youtube.com/watch?v=EYZARPSHSvA	37
20230608				ドローンエンジニア養成塾　成果発表 川村剛さん ２/２	https://www.youtube.com/watch?v=2JyM4AV3H7U	59
20230608			コプター|RTK/高精度測位	ドローンエンジニア養成塾　成果発表 川村剛さん １/２	https://www.youtube.com/watch?v=vpavmPanXzM	66
20230608			コプター|機体製作(ハード)|大型/産業機	ドローンエンジニア養成塾　成果発表 五百部達也・勝至さん	https://www.youtube.com/watch?v=p9o7EQaZ8FY	413
20230608			コプター|プログラムチャレンジ|カメラ系|Web系|コンパニオン|自律/ミッション|シミュレータ	ドローンエンジニア養成塾　成果発表  松本威さん	https://www.youtube.com/watch?v=eh-MhPUdxwo	59
20230608			コプター|プログラムチャレンジ|カメラ系|自律/ミッション	ドローンエンジニア養成塾　成果発表  山﨑大仁郎さん	https://www.youtube.com/watch?v=chRLhop69Ng	66
20230608			コプター|自律/ミッション	ドローンエンジニア養成塾　成果発表 Randy Machay 2	https://www.youtube.com/watch?v=srF20AvZCAo	25
20230608			コプター|自律/ミッション	ドローンエンジニア養成塾　成果発表　Randy Machay 1	https://www.youtube.com/watch?v=odpS1V-9YgU	60
20230608			プログラムチャレンジ|カメラ系|コンパニオン|自律/ミッション	ドローンエンジニア養成塾　成果発表 Randy	https://www.youtube.com/watch?v=r_GLEU6aImc	99
20230325			コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|コンパニオン|大型/産業機|自律/ミッション|測量/点検	「テーマ：改正法後、故のArduPilotの価値！」	https://www.youtube.com/watch?v=Ha9mDXY92n0	220
20230323			コプター|機体製作(ハード)	「改正法後、故のArduPilotを学ぶ意味」　ドローンエンジニア養成塾 オペレーションコース講師　高山先生	https://www.youtube.com/watch?v=IGsorCuXZqg	253
20230205		3	コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|非GPS|自律/ミッション|シミュレータ	渋谷先生 （ドローンエンジニア養成塾 コース３講師）	https://www.youtube.com/watch?v=bYXCrcJvFM0	71
20230205		2	コプター|機体製作(ハード)|プログラムチャレンジ|Web系|コンパニオン|自律/ミッション|シミュレータ	藤川先生 (ドローンエンジニア養成塾 コース２講師）	https://www.youtube.com/watch?v=VR6Chu_P0Vo	76
20230205		1	コプター|自律/ミッション|測量/点検	我田先生 (ドローンエンジニア養成塾 コース１講師）	https://www.youtube.com/watch?v=ETHJ9kSoJ2w	45
20230205		1	コプター|機体製作(ハード)|Web系|自律/ミッション|測量/点検	高山先生 (ドローンエンジニア養成塾 コース１講師）	https://www.youtube.com/watch?v=sw2qkzzyLQc	85
20230205			コプター|機体製作(ハード)|プログラムチャレンジ|大型/産業機	川村先生(ドローンエンジニア養成塾 講師リード）	https://www.youtube.com/watch?v=Xu2xNdbkIbc	113
20230203	14	2	機体製作(ハード)|プログラムチャレンジ|障害物回避	ドローンエンジニア養成塾第１４期　コース２　竹田明弘さん　インタビュー	https://www.youtube.com/watch?v=eIkpaKRQL40	282
20230109	14	3	プログラムチャレンジ|Web系	ドローンエンジニア養成塾第１４期　コース３　一戸英男さん　インタビュー	https://www.youtube.com/watch?v=ThmeGBJHJ74	98
20230109	14	3	コプター|プログラムチャレンジ|Web系|自律/ミッション	ドローンエンジニア養成塾第１４期　MVP成果発表　一戸さん	https://www.youtube.com/watch?v=TMHB-yW4SYY	57
20230109	14	1	カメラ系	ドローンエンジニア養成塾第１４期　コース１　伊藤竜司さん　インタビュー	https://www.youtube.com/watch?v=c6q0fbdxLL8	166
20221220			コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|非GPS|自律/ミッション|障害物回避|シミュレータ|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第１５回	https://www.youtube.com/watch?v=7ycPzXetkYc	122
20221214				ドローン・ジャパン７周年を迎え	https://www.youtube.com/watch?v=U9A92DZT9Lg	71
20221120			ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|コンパニオン|自律/ミッション|障害物回避|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第１４回	https://www.youtube.com/watch?v=AYB_Gj02iB4	172
20221106			コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|大型/産業機|農業|測量/点検|TAP-J	めざせ！　ドローンエンジニア　チャンネル　第１３回	https://www.youtube.com/watch?v=y35ZXEQO_7U	52
20221015			コプター|プログラムチャレンジ|カメラ系|Web系|大型/産業機|自律/ミッション|障害物回避|農業|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第１２回	https://www.youtube.com/watch?v=Xhhw5aRqfCU	71
20221002			コプター|機体製作(ハード)|プログラムチャレンジ|Web系|大型/産業機|自律/ミッション|農業|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第１１回	https://www.youtube.com/watch?v=f63qapqmXDY	156
20220920	11		ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|非GPS|大型/産業機|自律/ミッション|シミュレータ|測量/点検|TAP-J	めざせ！　ドローンエンジニア　チャンネル　第１０回	https://www.youtube.com/watch?v=7amHqszH7t8	119
20220904	11		ローバー|プログラムチャレンジ|カメラ系|Web系|大型/産業機|自律/ミッション|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第９回	https://www.youtube.com/watch?v=L_G3s2np7Zs	128
20220821	11		ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|コンパニオン|自律/ミッション|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第８回	https://www.youtube.com/watch?v=pcgMRwpKa2Q	147
20220812	13	1	自律/ミッション	ドローンエンジニア養成塾第１３期　コース１卒業生　塚田浩生さんインタビュー	https://www.youtube.com/watch?v=wU7mofuscnA	138
20220812	13	3	機体製作(ハード)|プログラムチャレンジ	ドローンエンジニア養成塾第１３期　コース３卒業生 　伊豆知郁さんインタビュー	https://www.youtube.com/watch?v=wW7d7PAiNSc	78
20220812	13	2	農業	ドローンエンジニア養成塾第１３期　コース２卒業生　佐藤好行さんインタビュー	https://www.youtube.com/watch?v=LFCdzmUIsSo	59
20220718	11		ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|大型/産業機|自律/ミッション|RTK/高精度測位|農業|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第７回	https://www.youtube.com/watch?v=ka1YXXGQ-dk	142
20220703	11		ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|大型/産業機|自律/ミッション|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第６回	https://www.youtube.com/watch?v=cgyPgd4PDho	157
20220618	12		ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|自律/ミッション|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第５回	https://www.youtube.com/watch?v=ur_MdmXTjq0	182
20220605	11		ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|大型/産業機|自律/ミッション|農業|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第４回	https://www.youtube.com/watch?v=xJ-toJpKKLI	187
20220521	11		コプター|ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|非GPS|コンパニオン|大型/産業機|自律/ミッション|農業|測量/点検	めざせ！　ドローンエンジニア　チャンネル　第３回	https://www.youtube.com/watch?v=c_Qsvo5IsWg	175
20220509	11		ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|非GPS|マイクロ機|大型/産業機|自律/ミッション|測量/点検	めざせ！ ドローンエンジニア　チャンネル　第２回	https://www.youtube.com/watch?v=fZHHkbTeonU	187
20220417	11		ローバー|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|大型/産業機|自律/ミッション|農業|測量/点検	めざせ！ ドローンエンジニア　チャンネル　第1回	https://www.youtube.com/watch?v=89BW7PhjAZg	510
20220326			コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|コンパニオン|大型/産業機|自律/ミッション|障害物回避|シミュレータ|測量/点検	ドローンエンジニア養成塾　講師座談会（２０２２年度）	https://www.youtube.com/watch?v=3FRDY6nXoZE	247
20210924	12			ドローンエンジニア養成塾第１２期　新カリキュラム一部紹介	https://www.youtube.com/watch?v=wk1XSNSBCgQ	151
20210924	12		コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|障害物回避|RTK/高精度測位|測量/点検	ドローンエンジニア養成塾第１２期　講師座談会	https://www.youtube.com/watch?v=0sQr_LBlwBc	176
20210814	11		プログラムチャレンジ|Web系	ドローンエンジニア養成塾第11期 徳毛さん 特別賞	https://www.youtube.com/watch?v=DwrCBGyYyYg	69
20210814	11		大型/産業機	ドローンエンジニア養成塾第11期  徳毛さん  インタビュー	https://www.youtube.com/watch?v=A2lyaRtAYCA	205
20210814	11	2	コプター|コンパニオン	ドローンエンジニア養成塾第11期コース２ 川崎さん MVP	https://www.youtube.com/watch?v=n0BP9TvvhRs	34
20210814	11	2	機体製作(ハード)	ドローンエンジニア養成塾第11期コース２ 川崎さん インタビュー	https://www.youtube.com/watch?v=n-7MmY5cPEg	48
20210814	11	3	プログラムチャレンジ|Web系|シミュレータ	ドローンエンジニア養成塾第11期 CHURAMARINEチーム　コース３ MVT Presentation	https://www.youtube.com/watch?v=oUVnlmZZMZk	62
20210814	11	3	機体製作(ハード)|プログラムチャレンジ|シミュレータ	ドローンエンジニア養成塾第11期 CHURAMARINEチーム コース３ MVT インタビュー	https://www.youtube.com/watch?v=ynJ0lpUeT00	76
20210814	11	1	コプター|機体製作(ハード)|カメラ系|Web系|小型機	ドローンエンジニア養成塾第11期 太田さん コース１ MVP	https://www.youtube.com/watch?v=M2WVP-JoVh4	49
20210814	11		機体製作(ハード)|カメラ系|小型機|障害物回避	ドローンエンジニア養成塾第11期 太田さん インタビュー	https://www.youtube.com/watch?v=YHYOYUPF43Q	40
20210814	11			ドローンエンジニア養成塾第11期 山崎さん 総合MVP	https://www.youtube.com/watch?v=SGLmsvAxyxw	35
20210814	11		プログラムチャレンジ|Web系	ドローンエンジニア養成塾第11期 山崎さん インタビュー	https://www.youtube.com/watch?v=P-ianRuawrY	31
20210419		2	コプター|機体製作(ハード)|プログラムチャレンジ	ドローンエンジニア養成塾　リード講師　川村剛	https://www.youtube.com/watch?v=UE6pkS9BFl8	172
20210416				下村さん インタビュー	https://www.youtube.com/watch?v=98qX1-rUGD8	137
20210416	10	2	コプター|カメラ系|コンパニオン	ドローンエンジニア養成塾第１０期　小西淳一さん	https://www.youtube.com/watch?v=BuUS9IVK1dE	77
20210416	10	1	コプター|機体製作(ハード)|大型/産業機|自律/ミッション|農業	ドローンエンジニア養成塾第１０期　庄司博孝さん	https://www.youtube.com/watch?v=UG8n0I4EV_g	95
20210416	10	3	コプター|自律/ミッション	ドローンエンジニア養成塾第１０期　三原孝さん	https://www.youtube.com/watch?v=101JwqQ33tE	59
20210416	10	1	コプター|機体製作(ハード)|障害物回避	ドローンエンジニア養成塾第１０期　鈴木健太さん	https://www.youtube.com/watch?v=M_xzZaUTvxM	56
20210416		2	コプター|機体製作(ハード)|プログラムチャレンジ|Web系|コンパニオン|マイクロ機|小型機|シミュレータ	ドローンエンジニア養成塾　講師　藤川秀行	https://www.youtube.com/watch?v=J-SH6Bx5GNg	94
20210412		1	測量/点検	ドローンエンジニア養成塾　講師　高山誠一	https://www.youtube.com/watch?v=JcOVrm-Ltac	69
20210412		1	コプター|機体製作(ハード)|Web系|コンパニオン|自律/ミッション	ドローンエンジニア養成塾　講師　我田友史	https://www.youtube.com/watch?v=cydG3x4GohI	108
20210410			コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|コンパニオン|マイクロ機|自律/ミッション|RTK/高精度測位|測量/点検	ドローンエンジニア養成塾　2021年度講師座談会	https://www.youtube.com/watch?v=WnqVgqq8O7g	168
20201119			農業	DJアグリサービス	https://www.youtube.com/watch?v=Mxvuhlgv3Ig	212
20201101			ローバー|プログラムチャレンジ|カメラ系|自律/ミッション	ArduPilot多脚モード！？本邦初公開　by Drone Japan	https://www.youtube.com/watch?v=ak9LE2-SyhA	341
20200919			コプター|機体製作(ハード)|カメラ系|Web系|非GPS|コンパニオン|自律/ミッション|障害物回避|RTK/高精度測位|測量/点検	ドローンエンジニア養成塾 講師座談会　2020・秋冬	https://www.youtube.com/watch?v=HjgopMhh6zg	189
20200813			コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|マイクロ機|小型機	ドローンエンジニア養成塾講師　2020年度 藤川さん	https://www.youtube.com/watch?v=UXmhwqrn9rI	103
20200804	9		機体製作(ハード)	ドローンエンジニア養成塾　２０２０年春夏（９期）池田さんインタビュー	https://www.youtube.com/watch?v=2mjTj_e21-A	27
20200802	9	1	機体製作(ハード)|プログラムチャレンジ|Web系|自律/ミッション|障害物回避|シミュレータ	ドローンエンジニア養成塾　２０２０年春夏（９期）　卒業生 浅井さんインタビュー	https://www.youtube.com/watch?v=WVUZcNAyYxQ	413
20200801	9	1	機体製作(ハード)|カメラ系|自律/ミッション	ドローンエンジニア養成塾　２０２０年春夏（９期）　大矢さんインタビュー	https://www.youtube.com/watch?v=pNXB2vqNPHQ	55
20200320			コプター|機体製作(ハード)|プログラムチャレンジ|自律/ミッション	ドローンエンジニア養成塾講師　2020年度 扇さん	https://www.youtube.com/watch?v=fQaVsEVwyW0	81
20200320			コプター|機体製作(ハード)|プログラムチャレンジ|Web系|自律/ミッション	ドローンエンジニア養成塾講師リーダー　2020年度 川村さん	https://www.youtube.com/watch?v=vCb6iLkO7qw	129
20200320			コプター|機体製作(ハード)|カメラ系|自律/ミッション|測量/点検	ドローンエンジニア養成塾講師　2020年度 高山さん	https://www.youtube.com/watch?v=83nkZnco3Ao	137
20200320			コプター|機体製作(ハード)|測量/点検	ドローンエンジニア養成塾講師　2020年度 我田さん	https://www.youtube.com/watch?v=37II0nxTrO8	120
20200320			コプター|カメラ系|Web系|障害物回避|シミュレータ|測量/点検	ドローンエンジニア養成塾講師　2020年度スタートにあたり　語り合い　第1回	https://www.youtube.com/watch?v=NI4Qtyh5G3Y	302
20200318			コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|コンパニオン|大型/産業機|自律/ミッション|障害物回避|RTK/高精度測位|測量/点検	ドローン・ジャパン社主催　ドローンエンジニア養成塾　ドローンソフトウェアエンジニアを目指す	https://www.youtube.com/watch?v=SgbYaYZq5WI	640
20200318			コプター|機体製作(ハード)|プログラムチャレンジ|カメラ系|Web系|大型/産業機|自律/ミッション|障害物回避|農業|測量/点検	ドローン・ジャパン社主催　ドローンエンジニア養成塾　プロオぺレータを目指す	https://www.youtube.com/watch?v=wFOjDaZDuYQ	418
20190821			農業	DJ アグリサービス	https://www.youtube.com/watch?v=_FsukQyPTro	535
20190720	7	1	機体製作(ハード)|大型/産業機	「ドローンエンジニア養成塾」卒業生インタビュー　藤川さん	https://www.youtube.com/watch?v=-TtGx15bXr8	258
20190714			カメラ系|農業	ドローン・ジャパン 篤農家インタビュー 仲田さん	https://www.youtube.com/watch?v=aJm26flYSzc	117
20190708	5		測量/点検	「ドローンエンジニア養成塾」卒業生インタビュー 高山さん	https://www.youtube.com/watch?v=Vz-VZbrUiSU	166
20190708	7	1	プログラムチャレンジ|自律/ミッション|障害物回避|測量/点検	「ドローンエンジニア養成塾」卒業生インタビュー 原本さん	https://www.youtube.com/watch?v=WvkMwb_09wQ	148
20190708	7	2	プログラムチャレンジ|自律/ミッション	「ドローンエンジニア養成塾」 卒業生 インタビュー土屋さん	https://www.youtube.com/watch?v=V9tLJZH3ynE	21
20181128			大型/産業機|農業	市川さんPV	https://www.youtube.com/watch?v=ozol_05rz9U	221
20181030				辻さんPV	https://www.youtube.com/watch?v=RPc1axPNLTo	89
20181030				本山さんPV	https://www.youtube.com/watch?v=cOoMGEJMweo	100
20181009	4		機体製作(ハード)|プログラムチャレンジ|Web系|自律/ミッション	「ドローンエンジニア養成塾」卒業生インタビュー 我田さん	https://www.youtube.com/watch?v=NFNvU8QdmPw	230
20170305			カメラ系|自律/ミッション|農業	DroneRice PV Global version	https://www.youtube.com/watch?v=AptbUcfMBWI	181
20161010			カメラ系|大型/産業機|自律/ミッション|農業	ドローンジャパンが描く、農業へのドローン活用	https://www.youtube.com/watch?v=0daxQsx_oZk	10104
20160324			プレーン	Ardupilot Projects   VTOL	https://www.youtube.com/watch?v=Guy59kakdZQ	1350
20160324			コプター	Precision Landing	https://www.youtube.com/watch?v=78_6X8kUO5k	344
20160324			プレーン	Multi Vehicle 50 planes	https://www.youtube.com/watch?v=Tle-DNFHDRY	258
20160324			コプター	Throw Mode	https://www.youtube.com/watch?v=RAtbI2lMx0k	430
